Country,Indicator,Measure Names,Year,Measure Values
Liberia,Voice and Accountability,Percentile Rank,2018,43.34975433
Liberia,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.04329272
Liberia,Voice and Accountability,Number of Sources,2018,14
Libya,Voice and Accountability,Standard Error,2018,0.13387163
Libya,Voice and Accountability,Percentile Rank,2018,6.896551609
Libya,Voice and Accountability,Governance (-2.5 to +2.5),2018,-1.520824552
Libya,Voice and Accountability,Number of Sources,2018,9
Liechtenstein,Voice and Accountability,Standard Error,2018,0.185331255
Liechtenstein,Voice and Accountability,Percentile Rank,2018,92.61083984
Liechtenstein,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.319967747
Liechtenstein,Voice and Accountability,Number of Sources,2018,3
Lithuania,Voice and Accountability,Standard Error,2018,0.139490589
Lithuania,Voice and Accountability,Percentile Rank,2018,77.8325119
Lithuania,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.923359632
Lithuania,Voice and Accountability,Number of Sources,2018,10
Luxembourg,Voice and Accountability,Standard Error,2018,0.165163174
Luxembourg,Voice and Accountability,Percentile Rank,2018,96.5517273
Luxembourg,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.566906452
Luxembourg,Voice and Accountability,Number of Sources,2018,8
"Macao SAR, China",Voice and Accountability,Standard Error,2018,0.249347165
"Macao SAR, China",Voice and Accountability,Percentile Rank,2018,42.8571434
"Macao SAR, China",Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.050662145
"Macao SAR, China",Voice and Accountability,Number of Sources,2018,1
"Macedonia, FYR",Voice and Accountability,Standard Error,2018,0.13284786
"Macedonia, FYR",Voice and Accountability,Percentile Rank,2018,45.32019806
"Macedonia, FYR",Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.009295281
"Macedonia, FYR",Voice and Accountability,Number of Sources,2018,10
Madagascar,Voice and Accountability,Standard Error,2018,0.125584632
Madagascar,Voice and Accountability,Percentile Rank,2018,36.45320129
Madagascar,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.309451431
Madagascar,Voice and Accountability,Number of Sources,2018,13
Malawi,Voice and Accountability,Standard Error,2018,0.127197713
Malawi,Voice and Accountability,Percentile Rank,2018,42.36453247
Malawi,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.058092013
Malawi,Voice and Accountability,Number of Sources,2018,14
Malaysia,Voice and Accountability,Standard Error,2018,0.131091863
Malaysia,Voice and Accountability,Percentile Rank,2018,41.37931061
Malaysia,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.083687983
Malaysia,Voice and Accountability,Number of Sources,2018,11
Maldives,Voice and Accountability,Standard Error,2018,0.229852721
Maldives,Voice and Accountability,Percentile Rank,2018,30.04926109
Maldives,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.660453141
Maldives,Voice and Accountability,Number of Sources,2018,4
Mali,Voice and Accountability,Standard Error,2018,0.130103678
Mali,Voice and Accountability,Percentile Rank,2018,36.94581223
Mali,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.309182703
Mali,Voice and Accountability,Number of Sources,2018,14
Malta,Voice and Accountability,Standard Error,2018,0.165417701
Malta,Voice and Accountability,Percentile Rank,2018,83.74384308
Malta,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.123316646
Malta,Voice and Accountability,Number of Sources,2018,7
Marshall Islands,Voice and Accountability,Standard Error,2018,0.29629907
Marshall Islands,Voice and Accountability,Percentile Rank,2018,87.68473053
Marshall Islands,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.146016002
Marshall Islands,Voice and Accountability,Number of Sources,2018,1
Martinique,Voice and Accountability,Standard Error,2018,
Martinique,Voice and Accountability,Percentile Rank,2018,
Martinique,Voice and Accountability,Governance (-2.5 to +2.5),2018,
Martinique,Voice and Accountability,Number of Sources,2018,
Mauritania,Voice and Accountability,Standard Error,2018,0.13714163
Mauritania,Voice and Accountability,Percentile Rank,2018,24.13793182
Mauritania,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.854077399
Mauritania,Voice and Accountability,Number of Sources,2018,11
Mauritius,Voice and Accountability,Standard Error,2018,0.136354968
Mauritius,Voice and Accountability,Percentile Rank,2018,72.41379547
Mauritius,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.760599494
Mauritius,Voice and Accountability,Number of Sources,2018,12
Mexico,Voice and Accountability,Standard Error,2018,0.128094137
Mexico,Voice and Accountability,Percentile Rank,2018,45.81280899
Mexico,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.005917775
Mexico,Voice and Accountability,Number of Sources,2018,15
"Micronesia, Fed. Sts.",Voice and Accountability,Standard Error,2018,0.29629907
"Micronesia, Fed. Sts.",Voice and Accountability,Percentile Rank,2018,87.68473053
"Micronesia, Fed. Sts.",Voice and Accountability,Governance (-2.5 to +2.5),2018,1.146016002
"Micronesia, Fed. Sts.",Voice and Accountability,Number of Sources,2018,1
Moldova,Voice and Accountability,Standard Error,2018,0.12818028
Moldova,Voice and Accountability,Percentile Rank,2018,40.88669968
Moldova,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.106641933
Moldova,Voice and Accountability,Number of Sources,2018,11
Monaco,Voice and Accountability,Standard Error,2018,0.29629907
Monaco,Voice and Accountability,Percentile Rank,2018,71.42857361
Monaco,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.660957992
Monaco,Voice and Accountability,Number of Sources,2018,1
Mongolia,Voice and Accountability,Standard Error,2018,0.129687265
Mongolia,Voice and Accountability,Percentile Rank,2018,57.1428566
Mongolia,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.262546897
Mongolia,Voice and Accountability,Number of Sources,2018,13
Montenegro,Voice and Accountability,Standard Error,2018,0.14412801
Montenegro,Voice and Accountability,Percentile Rank,2018,50.24630356
Montenegro,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.080133907
Montenegro,Voice and Accountability,Number of Sources,2018,9
Morocco,Voice and Accountability,Standard Error,2018,0.124327764
Morocco,Voice and Accountability,Percentile Rank,2018,29.55665016
Morocco,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.663042665
Morocco,Voice and Accountability,Number of Sources,2018,14
Mozambique,Voice and Accountability,Standard Error,2018,0.130222514
Mozambique,Voice and Accountability,Percentile Rank,2018,32.51231384
Mozambique,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.467445821
Mozambique,Voice and Accountability,Number of Sources,2018,13
Myanmar,Voice and Accountability,Standard Error,2018,0.130047902
Myanmar,Voice and Accountability,Percentile Rank,2018,23.64532089
Myanmar,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.887321591
Myanmar,Voice and Accountability,Number of Sources,2018,11
Namibia,Voice and Accountability,Standard Error,2018,0.130222514
Namibia,Voice and Accountability,Percentile Rank,2018,63.05418778
Namibia,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.486273438
Namibia,Voice and Accountability,Number of Sources,2018,13
Nauru,Voice and Accountability,Standard Error,2018,0.29629907
Nauru,Voice and Accountability,Percentile Rank,2018,71.42857361
Nauru,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.660957992
Nauru,Voice and Accountability,Number of Sources,2018,1
Nepal,Voice and Accountability,Standard Error,2018,0.134557068
Nepal,Voice and Accountability,Percentile Rank,2018,39.40886688
Nepal,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.131958097
Nepal,Voice and Accountability,Number of Sources,2018,11
Netherlands,Voice and Accountability,Standard Error,2018,0.145530492
Netherlands,Voice and Accountability,Percentile Rank,2018,97.04433441
Netherlands,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.596444011
Netherlands,Voice and Accountability,Number of Sources,2018,10
Netherlands Antilles (former),Voice and Accountability,Standard Error,2018,
Netherlands Antilles (former),Voice and Accountability,Percentile Rank,2018,
Netherlands Antilles (former),Voice and Accountability,Governance (-2.5 to +2.5),2018,
Netherlands Antilles (former),Voice and Accountability,Number of Sources,2018,
New Zealand,Voice and Accountability,Standard Error,2018,0.143745899
New Zealand,Voice and Accountability,Percentile Rank,2018,99.50739288
New Zealand,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.623501301
New Zealand,Voice and Accountability,Number of Sources,2018,11
Nicaragua,Voice and Accountability,Standard Error,2018,0.12821278
Nicaragua,Voice and Accountability,Percentile Rank,2018,18.71921158
Nicaragua,Voice and Accountability,Governance (-2.5 to +2.5),2018,-1.083065152
Nicaragua,Voice and Accountability,Number of Sources,2018,14
Niger,Voice and Accountability,Standard Error,2018,0.130342826
Niger,Voice and Accountability,Percentile Rank,2018,31.03448296
Niger,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.584515631
Niger,Voice and Accountability,Number of Sources,2018,13
Nigeria,Voice and Accountability,Standard Error,2018,0.124224335
Nigeria,Voice and Accountability,Percentile Rank,2018,33.49753571
Nigeria,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.407927573
Nigeria,Voice and Accountability,Number of Sources,2018,15
Niue,Voice and Accountability,Standard Error,2018,
Niue,Voice and Accountability,Percentile Rank,2018,
Niue,Voice and Accountability,Governance (-2.5 to +2.5),2018,
Niue,Voice and Accountability,Number of Sources,2018,
Norway,Voice and Accountability,Standard Error,2018,0.143745899
Norway,Voice and Accountability,Percentile Rank,2018,100
Norway,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.732547045
Norway,Voice and Accountability,Number of Sources,2018,11
Oman,Voice and Accountability,Standard Error,2018,0.140087545
Oman,Voice and Accountability,Percentile Rank,2018,19.70443344
Oman,Voice and Accountability,Governance (-2.5 to +2.5),2018,-1.026106596
Oman,Voice and Accountability,Number of Sources,2018,7
Pakistan,Voice and Accountability,Standard Error,2018,0.129810378
Pakistan,Voice and Accountability,Percentile Rank,2018,25.61576271
Pakistan,Voice and Accountability,Governance (-2.5 to +2.5),2018,-0.800693333
Pakistan,Voice and Accountability,Number of Sources,2018,12
Palau,Voice and Accountability,Standard Error,2018,0.29629907
Palau,Voice and Accountability,Percentile Rank,2018,87.68473053
Palau,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.146016002
Palau,Voice and Accountability,Number of Sources,2018,1
Panama,Voice and Accountability,Standard Error,2018,0.130751267
Panama,Voice and Accountability,Percentile Rank,2018,68.47290802
Panama,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.580500603
Panama,Voice and Accountability,Number of Sources,2018,12
Papua New Guinea,Voice and Accountability,Standard Error,2018,0.140996709
Papua New Guinea,Voice and Accountability,Percentile Rank,2018,48.76847458
Papua New Guinea,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.043219
Papua New Guinea,Voice and Accountability,Number of Sources,2018,8
Paraguay,Voice and Accountability,Standard Error,2018,0.136172712
Paraguay,Voice and Accountability,Percentile Rank,2018,49.26108551
Paraguay,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.053769711
Paraguay,Voice and Accountability,Number of Sources,2018,12
Peru,Voice and Accountability,Standard Error,2018,0.128094137
Peru,Voice and Accountability,Percentile Rank,2018,55.17241287
Peru,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.23453413
Peru,Voice and Accountability,Number of Sources,2018,15
Philippines,Voice and Accountability,Standard Error,2018,0.129687265
Philippines,Voice and Accountability,Percentile Rank,2018,47.78325272
Philippines,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.037987661
Philippines,Voice and Accountability,Number of Sources,2018,13
Poland,Voice and Accountability,Standard Error,2018,0.130970612
Poland,Voice and Accountability,Percentile Rank,2018,71.92118073
Poland,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.723837733
Poland,Voice and Accountability,Number of Sources,2018,12
Portugal,Voice and Accountability,Standard Error,2018,0.143745899
Portugal,Voice and Accountability,Percentile Rank,2018,88.66995239
Portugal,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.204606652
Portugal,Voice and Accountability,Number of Sources,2018,11
Puerto Rico,Voice and Accountability,Standard Error,2018,0.249347165
Puerto Rico,Voice and Accountability,Percentile Rank,2018,64.03940582
Puerto Rico,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.491972774
Puerto Rico,Voice and Accountability,Number of Sources,2018,1
Qatar,Voice and Accountability,Standard Error,2018,0.13805832
Qatar,Voice and Accountability,Percentile Rank,2018,14.28571415
Qatar,Voice and Accountability,Governance (-2.5 to +2.5),2018,-1.195094824
Qatar,Voice and Accountability,Number of Sources,2018,10
Réunion,Voice and Accountability,Standard Error,2018,
Réunion,Voice and Accountability,Percentile Rank,2018,
Réunion,Voice and Accountability,Governance (-2.5 to +2.5),2018,
Réunion,Voice and Accountability,Number of Sources,2018,
Romania,Voice and Accountability,Standard Error,2018,0.127927631
Romania,Voice and Accountability,Percentile Rank,2018,61.57635498
Romania,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.45778054
Romania,Voice and Accountability,Number of Sources,2018,13
Russian Federation,Voice and Accountability,Standard Error,2018,0.127927631
Russian Federation,Voice and Accountability,Percentile Rank,2018,19.21182251
Russian Federation,Voice and Accountability,Governance (-2.5 to +2.5),2018,-1.05800736
Russian Federation,Voice and Accountability,Number of Sources,2018,13
Rwanda,Voice and Accountability,Standard Error,2018,0.135645136
Rwanda,Voice and Accountability,Percentile Rank,2018,17.24137878
Rwanda,Voice and Accountability,Governance (-2.5 to +2.5),2018,-1.12991631
Rwanda,Voice and Accountability,Number of Sources,2018,12
Samoa,Voice and Accountability,Standard Error,2018,0.267389596
Samoa,Voice and Accountability,Percentile Rank,2018,72.90640259
Samoa,Voice and Accountability,Governance (-2.5 to +2.5),2018,0.763914704
Samoa,Voice and Accountability,Number of Sources,2018,2
San Marino,Voice and Accountability,Standard Error,2018,0.29629907
San Marino,Voice and Accountability,Percentile Rank,2018,87.68473053
San Marino,Voice and Accountability,Governance (-2.5 to +2.5),2018,1.146016002
San Marino,Voice and Accountability,Number of Sources,2018,1
